         SolutionId            SourceId          Description
8022076041857990769 581143988938267520 2MASSJ08530869+0326142
8022076041857990769 621322441624986752 SDSSJ094200.40+181845.1
8022076041857990769 867043018187919872 2MASSJ07400162+2248351
8022076041857990769 1037113385123940480 SDSSJ085451.95+565441.1
8022076041857990769 3693565187572617856 SDSSJ122952.77-025526.3
8022076041857990769 579153937316632576 SDSSJ091019.81+034923.8
8022076041857990769 814958121587234816 SDSSJ092938.52+431432.9
8022076041857990769 3244565355079246080 SDSSJ034221.31-062754.2
8022076041857990769 673402974537865216 SDSSJ075309.85+201917.2
8022076041857990769 1457259416867901184 SDSSJ135111.94+313156.4
8022076041857990769 1371969166031020416 SDSSJ160246.08+350252.7
8022076041857990769 2769439683200139008 SDSSJ000842.98+151953.3
8022076041857990769 664801739888630144 SDSSJ083614.40+212949.1
8022076041857990769 3197078409948170240 2MASSJ04062539-0632146
8022076041857990769 820026389154864256 SDSSJ094129.11+432108.1
8022076041857990769 2500261232218072448 SDSSJ023517.22+000250.1
8022076041857990769 856509353196160640 SDSSJ112646.50+575312.2
8022076041857990769 1535041583836989056 SDSSJ122642.07+420342.3
8022076041857990769 1441172187364605312 SDSSJ132938.16+194624.8
8022076041857990769 3147895296333369216 SDSSJ080325.88+110343.8
8022076041857990769 820025637537427200 SDSSJ094129.11+432108.1
8022076041857990769 5177885475385899264 2MASSJ02440280-0651568
8022076041857990769 3091994544628843008 SDSSJ082924.31+035731.9
8022076041857990769 836281156743339392 SDSSJ105147.89+504617.7
8022076041857990769 3894371199471422336 2MASSJ12155071+0508317
8022076041857990769 725383039575755648 SDSSJ101456.82+225609.1
8022076041857990769 609875460428434176 SDSSJ085224.49+154538.2
8022076041857990769 586520321625843328 2MASSJ09290454+0755132
8022076041857990769 923443497926125184 SDSSJ074600.03+402709.5
8022076041857990769 807248178549170304 SDSSJ100429.15+430424.3
8022076041857990769 1051501250686895232 SDSSJ100217.55+624653.7
8022076041857990769 1047961093827834496 SDSSJ103359.66+601303.1
8022076041857990769 668801277858136576 2MASSJ08042034+1721222
8022076041857990769 679617349833245312 SDSSJ082553.69+254431.2
8022076041857990769 696090091307039488 SDSSJ093112.04+280413.2
8022076041857990769 1059198519276036224 SDSSJ105533.76+660019.7
8022076041857990769 3691751066401291392 SDSSJ131412.80+030506.1
8022076041857990769 909765607638030080 2MASSJ08390429+3612307
8022076041857990769 901620326713267840 2MASSJ08190505+3249445
8022076041857990769 1508675780333400576 SDSSJ141858.26+503913.4
8022076041857990769 838732071241455104 SDSSJ112600.46+515415.9
8022076041857990769 3244149056783909888 2MASSJ03400514-0658497
8022076041857990769 3075429577323110144 SDSSJ084858.51+003246.1
8022076041857990769 3864419330204872448 2MASSJ10514015+0559340
8022076041857990769 677650117372694016 SDSSJ081200.88+235316.2
8022076041857990769 1046614123364418688 2MASSJ10041149+5804498
8022076041857990769 3835848112535279360 SDSSJ101538.78+025955.2
8022076041857990769 837002676889247744 SDSSJ104651.26+514442.3
8022076041857990769 637577896412129024 SDSSJ092110.69+203327.9
8022076041857990769 1580630050345087360 SDSSJ124632.07+621345.3
8022076041857990769 1660076023217147392 SDSSJ140514.01+593215.4
8022076041857990769 704930302233427200 SDSSJ084947.95+281505.2
8022076041857990769 852906635844318080 2MASSJ10182169+5450268
8022076041857990769 1059780019192750464 2MASSJ10340488+6606392
8022076041857990769 1513829942952676096 SDSSJ125049.52+320232.6
8022076041857990769 929531837406165888 SDSSJ080902.92+455625.8
8022076041857990769 1417636011396152064 2MASSJ17341753+5355207
8022076041857990769 1312466104997128320 2MASSJ16420870+3119542
8022076041857990769 796522610124593536 2MASSJ09482215+3619001
8022076041857990769 689335447780106496 SDSSJ084624.99+225033.0
8022076041857990769 873729320194327936 2MASSJ07521249+2504450
8022076041857990769 688458106221039232 SDSSJ090505.50+252505.2
8022076041857990769 701743951895634176 SDSSJ091404.88+323016.3
8022076041857990769 1376408482882316800 2MASSJ15444308+3827248
8022076041857990769 1401456113677298176 SDSSJ154904.35+483913.2
8022076041857990769 5177463679532293760 2MASSJ02440898-0802269
8022076041857990769 917577092291171584 SDSSJ084200.30+455957.6
8022076041857990769 1059604475289605376 SDSSJ104041.63+660946.4
8022076041857990769 1519151544870788736 SDSSJ122455.35+352703.5
8022076041857990769 1060099770917528448 SDSSJ110023.92+672150.1
8022076041857990769 816015267657990272 2MASSJ09131687+4120167
8022076041857990769 828054305801392896 SDSSJ094635.13+520538.2
8022076041857990769 2678491551684872704 TVLM890-49208
8022076041857990769 5179910092904694016 SDSSJ030937.68-070159.4
8022076041857990769 829473947124380032 SDSSJ104549.38+450751.9
8022076041857990769 779721660135061504 2MASSJ10483209+4044156
8022076041857990769 3743580189108521600 SDSSJ132253.32+151747.9
8022076041857990769 4564341047736668928 SDSSJ164011.90+211851.3
8022076041857990769 1021325287206817280 2MASSJ09371356+5407401
8022076041857990769 3263670061102342656 SDSSJ034247.32+000804.7
8022076041857990769 3850957940627256448 SDSSJ092926.07+034158.1
8022076041857990769 1032544806935236608 2MASSJ08055007+5335322
8022076041857990769 692502213068015232 2MASSJ08530925+2625482
8022076041857990769 2499153886569670400 SDSSJ025003.86+010726.8
8022076041857990769 667295019944111872 2MASSJ08010274+1657289
8022076041857990769 1051816359554342016 2MASSJ10183732+6158299
8022076041857990769 916152052207064192 SDSSJ082601.14+432610.9
8022076041857990769 687604816478334976 SDSSJ091804.01+244827.4
8022076041857990769 670888808058217984 SDSSJ080046.49+211101.2
8022076041857990769 2533518160423380608 SDSSJ011931.80-010150.3
8022076041857990769 3938297578060099456 SDSSJ130840.80+184048.3
8022076041857990769 1019803498689377664 SDSSJ092401.62+522231.4
8022076041857990769 670401823190838400 SDSSJ075944.34+202130.3
8022076041857990769 734588769399198720 SDSSJ104043.77+291315.9
8022076041857990769 2499081391817192576 2MASSJ02510069+0044472
8022076041857990769 1036149766259934976 2MASSJ08575607+5541114
8022076041857990769 3646798456918350080 2MASSJ14092341-0318579
8022076041857990769 5180366007977810304 SDSSJ025306.78-073655.8
8022076041857990769 2536688018086025216 SDSSJ005154.97-005120.1
8022076041857990769 1377551420924328320 SDSSJ154608.09+390709.4
8022076041857990769 1298418813159607168 SDSSJ162745.13+221500.6
8022076041857990769 758593857013156736 SDSSJ111120.81+334607.9
8022076041857990769 919520955834755072 2MASSJ08002048+3842262
8022076041857990769 773524331564661376 2MASSJ11380493+4357142
8022076041857990769 719513434190562176 SDSSJ085555.90+380342.7
8022076041857990769 2508099788051190144 SDSSJ020705.98+005945.7
8022076041857990769 3852123663470161152 2MASSJ09251707+0514518
8022076041857990769 3841567050468177920 SDSSJ093334.49+021425.3
8022076041857990769 652715113505812096 SDSSJ082951.42+155753.6
8022076041857990769 2437908168326235264 SDSSJ231840.02-094111.1
8022076041857990769 1479209762064460160 SDSSJ141219.36+341528.6
8022076041857990769 2780236681227484672 SDSSJ002555.14+143641.0
8022076041857990769 901592525389790592 2MASSJ08175589+3233559
8022076041857990769 1537942237244409472 SDSSJ120025.21+442716.1
8022076041857990769 788690479562091264 SDSSJ112026.59+480002.4
8022076041857990769 1014843631800058624 2MASSJ08370800+4832493
8022076041857990769 738573571337866112 2MASSJ10515351+3513137
8022076041857990769 838530383872660608 SDSSJ112201.59+505912.2
8022076041857990769 2768312378839752192 SDSSJ001328.38+140217.2
8022076041857990769 4013442845561787648 SDSSJ121909.60+294814.9
8022076041857990769 656381606827446784 SDSSJ082120.59+180034.8
8022076041857990769 1054403235534393856 SDSSJ105936.48+631820.5
8022076041857990769 901180075385914240 SDSSJ081654.99+315313.2
8022076041857990769 1319174740833445888 2MASSJ16225459+3116420
8022076041857990769 881820042147975168 SDSSJ074858.28+325822.7
8022076041857990769 1018611142752765696 2MASSJ09344656+5116189
8022076041857990769 795724231538673408 SDSSJ100512.89+361626.0
8022076041857990769 1534956646563490688 SDSSJ122424.96+413811.0
8022076041857990769 815950744365033600 SDSSJ091748.04+415452.1
8022076041857990769 821090720705454080 SDSSJ093858.12+444452.8
8022076041857990769 704425248439340416 2MASSJ08401154+2831274
8022076041857990769 1059011666723171584 SDSSJ105728.23+655340.6
8022076041857990769 825348953146776192 2MASSJ09335263+4731067
8022076041857990769 602109506722903424 SDSSJ084011.67+115820.7
8022076041857990769 631922077313878144 SDSSJ091442.37+163608.3
8022076041857990769 848540986270456320 2MASSJ10295490+5244229
8022076041857990769 849316588644777600 SDSSJ103741.50+525539.7
8022076041857990769 3882800931238503168 SDSSJ103610.12+115314.9
8022076041857990769 669202157221450112 2MASSJ08010988+1842591
8022076041857990769 861225742682446720 SDSSJ111846.49+610237.9
8022076041857990769 3946920944676929536 SDSSJ122109.10+173214.3
8022076041857990769 1491407778421917824 SDSSJ143532.31+412653.2
8022076041857990769 794265076531223552 2MASSJ09390109+3333503
8022076041857990769 3812628488541770624 SDSSJ112504.46+033542.5
8022076041857990769 707776491160985728 SDSSJ083450.65+293627.4
8022076041857990769 4425121675700864256 SDSSJ155424.98+033043.1
8022076041857990769 924861459905477120 2MASSJ07330408+4223143
8022076041857990769 3865032926413215232 2MASSJ10542720+0721424
8022076041857990769 1405418066389681024 2MASSJ16292848+4257140
8022076041857990769 1055704919863537920 SDSSJ111138.16+644706.2
8022076041857990769 946785687402047616 SDSSJ071522.21+392003.9
8022076041857990769 692447237485613056 SDSSJ085328.03+261052.6
8022076041857990769 1054135504452561792 SDSSJ104951.02+613411.1
8022076041857990769 1286249762062473216 SDSSJ143857.78+320553.9
8022076041857990769 5176587364470330368 SDSSJ022953.11-080031.5
8022076041857990769 792780525381952640 SDSSJ094730.40+305410.1
8022076041857990769 836244499198425088 SDSSJ110341.61+514847.2
8022076041857990769 1052350172446945152 SDSSJ103722.80+632814.2
8022076041857990769 1403878780175675136 SDSSJ160121.95+513607.1
8022076041857990769 1011094297149318272 SDSSJ091351.79+453045.6
8022076041857990769 738338482006945152 SDSSJ105010.52+340342.7
8022076041857990769 2609318290178319488 SDSSJ224319.37-090420.0
8022076041857990769 644551308388756864 SDSSJ093426.82+240842.4
8022076041857990769 73632408221618432 SDSSJ020919.19+122228.4
8022076041857990769 749718427354491776 SDSSJ103050.73+343132.2
8022076041857990769 1580474920420244864 SDSSJ124943.26+622632.6
8022076041857990769 807384479336360576 SDSSJ095039.71+412243.8
8022076041857990769 705867910773879680 SDSSJ085543.09+305630.8
8022076041857990769 744721701057387008 SDSSJ094952.01+303509.6
8022076041857990769 3696756043331099392 2MASSJ12274835+0005446
8022076041857990769 3683875981871522816 SDSSJ124337.98-004630.7
8022076041857990769 880139958316272512 SDSSJ074439.97+313302.9
8022076041857990769 808495192239307136 2MASSJ10074244+4245075
8022076041857990769 670968655793819520 SDSSJ080238.67+211158.0
8022076041857990769 671023390857601408 SDSSJ080246.18+214029.6
8022076041857990769 801729106919512192 SDSSJ100524.84+361750.2
8022076041857990769 1048546618129490304 SDSSJ102013.09+603332.0
8022076041857990769 1398484404330537344 SDSSJ160245.79+460757.6
8022076041857990769 742804118418459136 2MASSJ10213490+3148142
8022076041857990769 1565539635505442304 SDSSJ132440.39+565554.3
8022076041857990769 3849467964931952256 SDSSJ095136.48+035745.2
8022076041857990769 1201009779522335104 SDSSJ162548.70+192915.7
8022076041857990769 2534325408116294272 SDSSJ012609.88+004612.5
